identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,loc_heading,gs_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
IAQA,ILS 01,ILS-I,TERMINAL,110100,,,,,,16.990,,18,29.626750000,35.023358333,187,OJ,OJAQ,01,JO
IAQA,KING HUSSEIN DME-ILS,DME-ILS,TERMINAL,110100,38X,1062000,999000,0,,,,25,29.601088889,35.013158333,187,OJ,OJAQ,,JO
IAQD,DENVER INTL DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,39.864144444,-104.659180556,5388,K2,KDEN,,US
IAQD,GS 35L,GS,TERMINAL,108500,,,,,,000.527,3.00,18,39.831322222,-104.659055556,5419,K2,KDEN,35L,US
IAQD,ILS 35L,ILS-III,TERMINAL,108500,,,,,,0.527,,18,39.864055556,-104.660122222,5419,K2,KDEN,35L,US
IAQI,GLENN COLUMBUS INTL DME-ILS,DME-ILS,TERMINAL,111750,54Y,1078000,1141000,0,,,,25,39.992702778,-82.912758333,815,K5,KCMH,,US
IAQI,GS 10R,GS,TERMINAL,111750,,,,,,094.240,3.00,18,39.992327778,-82.905727778,803,K5,KCMH,10R,US
IAQI,ILS 10R,ILS-II,TERMINAL,111750,,,,,,94.240,,18,39.991408333,-82.869558333,803,K5,KCMH,10R,US
IAQZ,GS 30,GS,TERMINAL,109700,,,,,,296.210,3.00,18,44.253536111,-88.511530556,859,K5,KATW,30,US
IAQZ,ILS 30,ILS-I,TERMINAL,109700,,,,,,296.210,,18,44.262877778,-88.534566667,859,K5,KATW,30,US
IAQZ,OUTAGAMIE CO REGL DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,44.263466667,-88.533955556,922,K5,KATW,,US
IAR,AKUREYRI DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,65.664888889,-18.076166667,58,BI,BIAR,,IS
IAR,GS 11,GS,TERMINAL,109350,,,,,,113.782,3.00,18,55.064719444,14.749044444,46,EK,EKRN,11,DK
IAR,GS 19,GS,TERMINAL,110500,,,,,,172.499,3.45,18,65.664888889,-18.076166667,58,BI,BIAR,19,IS
IAR,GS 24,GS,TERMINAL,108700,,,,,,247.342,2.67,18,53.368416667,83.554083333,837,UN,UNBB,24,RU
IAR,ILS 11,ILS-I,TERMINAL,109350,,,,,,113.782,,18,55.058186111,14.779702778,46,EK,EKRN,11,DK
IAR,ILS 19,ILS-I,TERMINAL,110500,,,,,,172.499,,18,65.644611111,-18.065055556,58,BI,BIAR,19,IS
IAR,ILS 24,ILS-II,TERMINAL,108700,,,,,,247.342,,18,53.357250000,83.515611111,837,UN,UNBB,24,RU
IAR,MIKHAYLOVKA DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,53.368416667,83.554083333,837,UN,UNBB,,RU
IAR,RONNE DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,25,55.064722222,14.749166667,73,EK,EKRN,,DK
IARA,ACADIANA REGL DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,30.052930556,-91.886897222,24,K4,KARA,,US
IARA,AGRA DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,27.149888889,77.953647222,548,VI,VIAG,,IN
IARA,GS 05,GS,TERMINAL,110700,,,,,,045.783,3.00,18,27.149888889,77.953647222,548,VI,VIAG,05,IN
IARA,GS 35,GS,TERMINAL,108900,,,,,,347.571,3.00,18,30.029366667,-91.882888889,17,K4,KARA,35,US
IARA,ILS 05,ILS-I,TERMINAL,110700,,,,,,45.783,,18,27.169080556,77.974011111,548,VI,VIAG,05,IN
IARA,ILS 35,ILS-I,TERMINAL,108900,,,,,,347.571,,18,30.052797222,-91.887722222,17,K4,KARA,35,US
IARB,ARDABIL DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,38.314555556,48.430750000,4299,OI,OITL,,IR
IARB,GS 10,GS,TERMINAL,109700,,,,,,093.171,3.00,18,-16.340944444,-71.582611111,8404,SP,SPQU,10,PE
IARB,GS 33,GS,TERMINAL,109900,,,,,,329.910,3.50,18,38.314555556,48.430750000,4299,OI,OITL,33,IR
IARB,ILS 10,ILS-I,TERMINAL,109700,,,,,,93.171,,18,-16.341444444,-71.554513889,8404,SP,SPQU,10,PE
IARB,ILS 33,ILS-I,TERMINAL,109900,,,,,,329.910,,18,38.341805556,48.412277778,4299,OI,OITL,33,IR
IARB,RODRIGUEZ BALLON DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,-16.340944444,-71.582611111,8404,SP,SPQU,,PE
IARD,ARDABIL DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,38.336583333,48.417694444,4319,OI,OITL,,IR
IARD,GS 15,GS,TERMINAL,110300,,,,,,150.018,3.20,18,38.336583333,48.417694444,4319,OI,OITL,15,IR
IARD,ILS 15,ILS-I,TERMINAL,110300,,,,,,150.018,,18,38.309722222,48.435888889,4319,OI,OITL,15,IR
IARG,ILS 18,LOC,TERMINAL,111100,,,,,,180.037,,18,36.116236111,-90.923283333,0,K4,KARG,18,US
IARJ,GREEN STATE DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,41.732580556,-71.420383333,55,K6,KPVD,,US
IARJ,GS 23,GS,TERMINAL,109300,,,,,,212.080,3.00,18,41.727686111,-71.421502778,45,K6,KPVD,23,US
IARJ,ILS 23,ILS-I,TERMINAL,109300,,,,,,212.080,,18,41.708558333,-71.439377778,45,K6,KPVD,23,US
IARK,GS 17L,GS,TERMINAL,110950,,,,,,179.486,3.00,18,28.440847222,-81.281275000,94,K7,KMCO,17L,US
IARK,ILS 17L,ILS-III,TERMINAL,110950,,,,,,179.486,,18,28.416080556,-81.282297222,94,K7,KMCO,17L,US
IARK,ORLANDO INTL DME-ILS,DME-ILS,TERMINAL,110950,46Y,1070000,1133000,0,,,,25,28.416108333,-81.281038889,97,K7,KMCO,,US
IARR,GS 09,GS,TERMINAL,108900,,,,,,089.148,3.00,18,41.771294444,-88.481669444,697,K5,KARR,09,US
IARR,ILS 09,ILS-I,TERMINAL,108900,,,,,,89.148,,18,41.770480556,-88.455991667,697,K5,KARR,09,US
IART,GS 07,GS,TERMINAL,111100,,,,,,053.367,3.00,18,43.988752778,-76.026330556,311,K6,KART,07,US
IART,ILS 07,ILS-I,TERMINAL,111100,,,,,,53.367,,18,43.997313889,-76.012241667,311,K6,KART,07,US
IAS,ABU DHABI INTL DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,24.464216667,54.641400000,116,OM,OMAA,,AE
IAS,ALICE SPRINGS DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,-23.803694444,133.895250000,1786,YM,YBAS,,AU
IAS,ASMARA INTL DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0.200,,,,25,15.284119444,38.898497222,7611,HH,HHAS,,ER
IAS,GS 04,GS,TERMINAL,111700,,,,,,042.298,3.00,18,6.181055556,100.392000000,12,WM,WMKA,04,MY
IAS,GS 07,GS,TERMINAL,110300,,,,,,074.204,3.00,18,15.284119444,38.898497222,7611,HH,HHAS,07,ER
IAS,GS 12,GS,TERMINAL,109900,,,,,,120.386,3.00,18,-23.803638889,133.895277778,1786,YM,YBAS,12,AU
IAS,GS 13L,GS,TERMINAL,110300,,,,,,127.948,3.00,18,24.464216667,54.641400000,116,OM,OMAA,13L,AE
IAS,GS 28,GS,TERMINAL,110900,,,,,,287.448,3.00,18,51.546722222,19.198083333,631,EP,EPLK,28,PL
IAS,IASI NDB,NDB,TERMINAL,384,,,,,,,,25,47.162944444,27.636277778,,LR,LRIA,,RO
IAS,ILS 04,ILS-I,TERMINAL,111700,,,,,,42.298,,18,6.201333333,100.408972222,12,WM,WMKA,04,MY
IAS,ILS 07,ILS-I,TERMINAL,110300,,,,,,74.204,,18,15.292225000,38.924055556,7611,HH,HHAS,07,ER
IAS,ILS 12,ILS-I,TERMINAL,109900,,,,,,120.386,,18,-23.815472222,133.920277778,1786,YM,YBAS,12,AU
IAS,ILS 13L,ILS-III,TERMINAL,110300,,,,,,127.948,,18,24.440102778,54.673444444,116,OM,OMAA,13L,AE
IAS,ILS 28,ILS-I,TERMINAL,110900,,,,,,287.448,,18,51.556138889,19.156194444,631,EP,EPLK,28,PL
IAS,LASK DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0,,,,25,51.546777778,19.198055556,631,EP,EPLK,,PL
IAS,SULTAN ABDUL HALIM DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,25,6.181055556,100.392000000,12,WM,WMKA,,MY
IASB,ALI AL SALEM AB DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,29.341438889,47.531130556,471,OK,OKAS,,KW
IASB,GS 30L,GS,TERMINAL,108900,,,,,,300.319,3.00,18,29.341438889,47.531130556,471,OK,OKAS,30L,KW
IASB,ILS 30L,ILS-I,TERMINAL,108900,,,,,,300.319,,18,29.354694444,47.502594444,471,OK,OKAS,30L,KW
IASE,ASPEN-PITKIN CO/SARDY DME-ILS,DME-ILS,TERMINAL,111150,48Y,1072000,1135000,0,,,,25,39.209741667,-106.862102778,7857,K2,KASE,,US
IASE,ILS 15,LOC,TERMINAL,111150,,,,,,159.715,,18,39.210169444,-106.862647222,0,K2,KASE,15,US
IASG,GS 18,GS,TERMINAL,110900,,,,,,187.055,3.00,18,36.180297222,-94.117527778,1335,K4,KASG,18,US
IASG,ILS 18,ILS-I,TERMINAL,110900,,,,,,187.055,,18,36.167313889,-94.120641667,1335,K4,KASG,18,US
IASH,GS 14,GS,TERMINAL,109700,,,,,,122.799,3.00,18,42.785722222,-71.520230556,196,K6,KASH,14,US
IASH,ILS 14,ILS-I,TERMINAL,109700,,,,,,122.799,,18,42.776988889,-71.502622222,196,K6,KASH,14,US
IASM,GS 35,GS,TERMINAL,110300,,,,,,344.294,3.00,18,8.372383333,-80.126380556,84,MP,MPSM,35,PA
IASM,ILS 35,ILS-I,TERMINAL,110300,,,,,,344.294,,18,8.392366667,-80.133183333,84,MP,MPSM,35,PA
IASM,RIO HATO DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,8.372383333,-80.126380556,84,MP,MPSM,,PA
IASN,GS 04,GS,TERMINAL,109950,,,,,,035.257,3.00,18,33.564286111,-86.054561111,508,K7,KASN,04,US
IASN,ILS 04,ILS-I,TERMINAL,109950,,,,,,35.257,,18,33.578511111,-86.043558333,508,K7,KASN,04,US
IASN,TALLADEGA DME-ILS,DME-ILS,TERMINAL,109950,36Y,1060000,1123000,0,,,,25,33.578963889,-86.045405556,543,K7,KASN,,US
IASO,ILS 19,LDA,TERMINAL,109900,,,,,,138.026,,18,38.859638889,-77.036777778,0,K6,KDCA,19,US
IASO,RONALD REAGAN WASHINGTON DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,38.859700000,-77.036680556,28,K6,KDCA,,US
IAST,GS 26,GS,TERMINAL,109500,,,,,,275.508,3.00,18,46.157752778,-123.874050000,9,K1,KAST,26,US
IAST,ILS 26,ILS-I,TERMINAL,109500,,,,,,275.508,,18,46.159919444,-123.891022222,9,K1,KAST,26,US
IASU,ASYUT DME-ILS,DME-ILS,TERMINAL,111300,50X,1074000,1011000,0,,,,25,27.038722222,31.020444444,815,HE,HEAT,,EG
IASU,GS 31,GS,TERMINAL,111300,,,,,,309.988,3.00,18,27.038722222,31.020444444,815,HE,HEAT,31,EG
IASU,ILS 31,ILS-I,TERMINAL,111300,,,,,,309.988,,18,27.057083333,30.997833333,815,HE,HEAT,31,EG
IASW,GS 27,GS,TERMINAL,111550,,,,,,268.819,3.00,18,41.271747222,-85.831352778,841,K5,KASW,27,US
IASW,ILS 27,ILS-I,TERMINAL,111550,,,,,,268.819,,18,41.272358333,-85.849147222,841,K5,KASW,27,US
IASW,WARSAW MUN DME-ILS,DME-ILS,TERMINAL,111550,52Y,1076000,1139000,0,,,,25,41.271616667,-85.849236111,842,K5,KASW,,US
IASX,ILS 02,LOC,TERMINAL,109300,,,,,,20.702,,18,46.556466667,-90.915900000,0,K5,KASX,02,US
IASX,KENNEDY MEML DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,46.556691667,-90.916847222,818,K5,KASX,,US
IAT,AKTOBE DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0.200,,,,25,50.253527778,57.190555556,700,UA,UATT,,KZ
IAT,AL BATEEN INTL DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,24.423916667,54.465583333,26,OM,OMAD,,AE
IAT,ALICANTE-ELCHE DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0.100,,,,25,38.282916667,-0.571305556,157,LE,LEAL,,ES
IAT,BOAO DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,19.130777778,110.457833333,56,ZJ,ZJQH,,CN
IAT,GS 10,GS,TERMINAL,110300,,,,,,100.096,3.00,18,38.282916667,-0.571305556,142,LE,LEAL,10,ES
IAT,GS 13,GS,TERMINAL,111700,,,,,,135.237,3.00,18,50.253527778,57.190555556,700,UA,UATT,13,KZ
IAT,GS 30,GS,TERMINAL,111100,,,,,,314.808,3.00,18,57.173444444,65.349694444,377,US,USTR,30,RU
IAT,GS 31,GS,TERMINAL,110700,,,,,,308.163,3.50,18,24.423916667,54.465583333,26,OM,OMAD,31,AE
IAT,GS 33,GS,TERMINAL,109300,,,,,,330.357,3.00,18,19.130805556,110.457861111,56,ZJ,ZJQH,33,CN
IAT,ILS 10,ILS-I,TERMINAL,110300,,,,,,100.096,,18,38.279333333,-0.537805556,142,LE,LEAL,10,ES
IAT,ILS 13,ILS-I,TERMINAL,111700,,,,,,135.237,,18,50.230361111,57.229972222,700,UA,UATT,13,KZ
IAT,ILS 30,ILS-I,TERMINAL,111100,,,,,,314.808,,18,57.196888889,65.310500000,377,US,USTR,30,RU
IAT,ILS 31,ILS-I,TERMINAL,110700,,,,,,308.163,,18,24.438972222,54.443333333,26,OM,OMAD,31,AE
IAT,ILS 33,ILS-I,TERMINAL,109300,,,,,,330.357,,18,19.155972222,110.444055556,56,ZJ,ZJQH,33,CN
IAT,ROSHCHINO DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,25,57.173444444,65.349694444,377,US,USTR,,RU
IATA,ATATURK DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0,,,,25,40.975472222,28.833944444,135,LT,LTBA,,TR
IATA,GS 23,GS,TERMINAL,111900,,,,,,238.489,3.20,18,40.975472222,28.833944444,135,LT,LTBA,23,TR
IATA,ILS 23,ILS-I,TERMINAL,111900,,,,,,238.489,,18,40.964972222,28.808527778,135,LT,LTBA,23,TR
IATB,GS 12,GS,TERMINAL,111700,,,,,,129.064,3.00,18,41.126116667,-95.918094444,1025,K3,KOFF,12,US
IATB,ILS 12,IGS,TERMINAL,111700,,,,,,129.064,,18,41.108716667,-95.891272222,1025,K3,KOFF,12,US
IATD,GS 06L,GS,TERMINAL,108900,,,,,,055.246,3.00,18,39.897550000,-84.244019444,992,K5,KDAY,06L,US
IATD,ILS 06L,ILS-III,TERMINAL,108900,,,,,,55.246,,18,39.914744444,-84.209130556,992,K5,KDAY,06L,US
IATE,GS 33,GS,TERMINAL,111500,,,,,,324.343,3.00,18,30.686733333,-88.238552778,213,K7,KMOB,33,US
IATE,ILS 33,ILS-I,TERMINAL,111500,,,,,,324.343,,18,30.704900000,-88.256163889,213,K7,KMOB,33,US
IATL,ELEFTHERIOS VENIZELOS INT DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0.200,,,,25,37.926800000,23.922025000,245,LG,LGAV,,GR
IATL,GS 03L,GS,TERMINAL,110500,,,,,,036.880,3.00,18,37.926800000,23.922025000,245,LG,LGAV,03L,GR
IATL,GS 08R,GS,TERMINAL,109900,,,,,,089.992,3.00,18,33.647888889,-84.434258333,1005,K7,KATL,08R,US
IATL,HARTSFIELD - JACKSON ATLA DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,125,33.646047222,-84.402100000,992,K7,KATL,,US
IATL,ILS 03L,ILS-II,TERMINAL,110500,,,,,,36.880,,18,37.951000000,23.946900000,245,LG,LGAV,03L,GR
IATL,ILS 08R,ILS-I,TERMINAL,109900,,,,,,89.992,,18,33.646794444,-84.402094444,1005,K7,KATL,08R,US
IATO,GS 11,GS,TERMINAL,111900,,,,,,102.180,3.00,18,12.191097222,-68.964666667,33,TN,TNCC,11,CW
IATO,ILS 11,ILS-I,TERMINAL,111900,,,,,,102.180,,18,12.185297222,-68.942522222,33,TN,TNCC,11,CW
IATO,WILLEMSTAD/HATO INTL. DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0,,,,25,12.191097222,-68.964666667,33,TN,TNCC,,CW
IATR,ELEFTHERIOS VENIZELOS INT DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0.200,,,,25,37.927800000,23.949000000,256,LG,LGAV,,GR
IATR,GS 03R,GS,TERMINAL,111100,,,,,,036.890,3.00,18,37.927800000,23.949000000,256,LG,LGAV,03R,GR
IATR,ILS 03R,ILS-II,TERMINAL,111100,,,,,,36.890,,18,37.954600000,23.972800000,256,LG,LGAV,03R,GR
IATW,GS 03,GS,TERMINAL,109100,,,,,,026.043,3.00,18,44.252002778,-88.526250000,886,K5,KATW,03,US
IATW,ILS 03,ILS-I,TERMINAL,109100,,,,,,26.043,,18,44.271219444,-88.510975000,886,K5,KATW,03,US
IATW,OUTAGAMIE CO REGL DME-ILS,DME-ILS,TERMINAL,109100,28X,1052000,989000,0,,,,25,44.270922222,-88.510052778,877,K5,KATW,,US
IATY,ANTALYA DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,36.912833333,30.793138889,223,LT,LTAI,,TR
IATY,GS 18C,GS,TERMINAL,108700,,,,,,186.253,3.00,18,36.912833333,30.793138889,223,LT,LTAI,18C,TR
IATY,GS 35,GS,TERMINAL,111900,,,,,,000.244,3.00,18,44.904347222,-97.149616667,1741,K3,KATY,35,US
IATY,ILS 18C,ILS-I,TERMINAL,108700,,,,,,186.253,,18,36.882194444,30.790194444,223,LT,LTAI,18C,TR
IATY,ILS 35,ILS-I,TERMINAL,111900,,,,,,0.244,,18,44.924722222,-97.151033333,1741,K3,KATY,35,US
IATY,WATERTOWN MUN DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0,,,,25,44.924833333,-97.151836111,1760,K3,KATY,,US
IAU,AKTAU DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0.200,,,,25,43.867194444,51.079083333,100,UA,UATE,,KZ
IAU,GS 12,GS,TERMINAL,109500,,,,,,122.743,3.00,18,43.867194444,51.079083333,100,UA,UATE,12,KZ
IAU,ILS 12,ILS-I,TERMINAL,109500,,,,,,122.743,,18,43.848166667,51.116555556,100,UA,UATE,12,KZ
IAUG,GS 17,GS,TERMINAL,108700,,,,,,153.172,3.00,18,44.325050000,-69.802597222,318,K6,KAUG,17,US
IAUG,ILS 17,ILS-I,TERMINAL,108700,,,,,,153.172,,18,44.314347222,-69.794269444,318,K6,KAUG,17,US
IAUM,GS 35,GS,TERMINAL,110550,,,,,,352.154,3.00,18,43.657477778,-92.930444444,1226,K3,KAUM,35,US
IAUM,ILS 35,ILS-I,TERMINAL,110550,,,,,,352.154,,18,43.673277778,-92.934944444,1226,K3,KAUM,35,US
IAUO,GS 36,GS,TERMINAL,110100,,,,,,001.029,3.00,18,32.608250000,-85.435461111,736,K7,KAUO,36,US
IAUO,ILS 36,ILS-I,TERMINAL,110100,,,,,,1.029,,18,32.621027778,-85.436016667,736,K7,KAUO,36,US
IAUR,AURANGABAD DME-ILS,DME-ILS,TERMINAL,110100,38X,1062000,999000,0,,,,25,19.862055556,75.406611111,1907,VA,VAAU,,IN
IAUR,GS 27,GS,TERMINAL,110100,,,,,,269.424,3.00,18,19.862055556,75.406611111,1907,VA,VAAU,27,IN
IAUR,ILS 27,ILS-I,TERMINAL,110100,,,,,,269.424,,18,19.862861111,75.378611111,1907,VA,VAAU,27,IN
IAV,AVALON DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,-38.030608333,144.470800000,69,YM,YMAV,,AU
IAV,GS 01,GS,TERMINAL,110500,,,,,,021.860,3.00,18,54.626027778,25.282166667,600,EY,EYVI,01,LT
IAV,GS 18,GS,TERMINAL,109500,,,,,,187.561,3.00,18,-38.030608333,144.470800000,69,YM,YMAV,18,AU
IAV,GS 26,GS,TERMINAL,110300,,,,,,270.005,3.00,18,-21.203450000,-159.798205556,15,NC,NCRG,26,CK
IAV,ILS 01,ILS-II,TERMINAL,110500,,,,,,21.860,,18,54.648611111,25.295805556,600,EY,EYVI,01,LT
IAV,ILS 18,ILS-I,TERMINAL,109500,,,,,,187.561,,18,-38.059622222,144.463966667,69,YM,YMAV,18,AU
IAV,ILS 26,ILS-I,TERMINAL,110300,,,,,,270.005,,18,-21.202622222,-159.817202778,15,NC,NCRG,26,CK
IAV,RAROTONGA INTL DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,-21.203450000,-159.798205556,19,NC,NCRG,,CK
IAV,VILNIUS INTL DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0.200,,,,25,54.626027778,25.282166667,600,EY,EYVI,,LT
IAVA,GS 17,GS,TERMINAL,111300,,,,,,179.988,2.60,18,47.975275000,-97.402447222,891,K3,KRDR,17,US
IAVA,ILS 17,ILS-I,TERMINAL,111300,,,,,,180.003,,18,47.938927778,-97.400813889,891,K3,KRDR,17,US
IAVC,ILS 01,LOC,TERMINAL,110500,,,,,,357.611,,18,36.695983333,-78.054866667,0,K6,KAVC,01,US
IAVC,MECKLENBURG-BRUNSWICK REG DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,36.696138889,-78.053972222,429,K6,KAVC,,US
IAVI,GS 05,GS,TERMINAL,109500,,,,,,047.733,2.50,18,46.024000000,12.587155556,332,LI,LIPA,05,IT
IAVI,ILS 05,ILS-I,TERMINAL,109500,,,,,,47.733,,18,46.040452778,12.611319444,332,LI,LIPA,05,IT
IAVP,GS 04,GS,TERMINAL,109900,,,,,,034.233,3.00,18,41.331033333,-75.728430556,953,K6,KAVP,04,US
IAVP,ILS 04,ILS-I,TERMINAL,109900,,,,,,34.233,,18,41.342575000,-75.718411111,953,K6,KAVP,04,US
IAVP,WILKES-BARRE-SCRANTON INT DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,41.342661111,-75.718302778,937,K6,KAVP,,US
IAW,ABU DHABI INTL DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,24.424527778,54.665127778,91,OM,OMAA,,AE
IAW,ASAHIKAWA DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,43.663150000,142.450825000,727,RJ,RJEC,,JP
IAW,GS 31L,GS,TERMINAL,109300,,,,,,307.947,3.00,18,24.424527778,54.665127778,91,OM,OMAA,31L,AE
IAW,GS 34,GS,TERMINAL,110500,,,,,,334.253,3.00,18,43.663069444,142.450927778,729,RJ,RJEC,34,JP
IAW,ILS 31L,ILS-III,TERMINAL,109300,,,,,,307.947,,18,24.446536111,54.632191667,91,OM,OMAA,31L,AE
IAW,ILS 34,ILS-I,TERMINAL,110500,,,,,,334.253,,18,43.682744444,142.439555556,729,RJ,RJEC,34,JP
IAWD,GS 06R,GS,TERMINAL,110900,,,,,,064.821,3.00,18,13.477222222,144.787611111,237,PG,PGUM,06R,GU
IAWD,GUAM INTL DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0,,,,25,13.489372222,144.813366667,316,PG,PGUM,,GU
IAWD,ILS 06R,ILS-I,TERMINAL,110900,,,,,,64.821,,18,13.490063889,144.813036111,237,PG,PGUM,06R,GU
IAWO,ILS 34,LOC,TERMINAL,111500,,,,,,359.099,,18,48.171458333,-122.156575000,0,K1,KAWO,34,US
IAWY,ERIE INTL/RIDGE DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,42.075944444,-80.187341667,729,K6,KERI,,US
IAWY,GS 24,GS,TERMINAL,110300,,,,,,234.393,3.00,18,42.087936111,-80.161519444,721,K6,KERI,24,US
IAWY,ILS 24,ILS-I,TERMINAL,110300,,,,,,234.393,,18,42.075488889,-80.186580556,721,K6,KERI,24,US
IAWZ,AHWAZ DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,31.329750000,48.773083333,65,OI,OIAW,,IR
IAWZ,GS 30,GS,TERMINAL,109900,,,,,,304.255,3.06,18,31.329611111,48.773138889,65,OI,OIAW,30,IR
IAWZ,ILS 30,ILS-I,TERMINAL,109900,,,,,,304.255,,18,31.347777778,48.744166667,65,OI,OIAW,30,IR
IAX,DYCE DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0.500,,,,25,57.201211111,-2.200650000,224,EG,EGPD,,GB
IAX,GS 16,GS,TERMINAL,109900,,,,,,158.212,3.00,18,57.208011111,-2.199741667,215,EG,EGPD,16,GB
IAX,ILS 16,ILS-I,TERMINAL,109900,,,,,,158.212,,18,57.190269444,-2.189188889,215,EG,EGPD,16,GB
IAXH,HOUSTON-SOUTHWEST DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,29.504986111,-95.467869444,80,K4,KAXH,,US
IAXH,ILS 09,LOC,TERMINAL,108900,,,,,,94.264,,18,29.505538889,-95.467738889,0,K4,KAXH,09,US
IAXM,EL EDEN DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,4.459266667,-75.764161111,3967,SK,SKAR,,CO
IAXM,GS 20,GS,TERMINAL,110300,,,,,,193.430,3.00,18,4.459266667,-75.764161111,3967,SK,SKAR,20,CO
IAXM,ILS 20,ILS-I,TERMINAL,110300,,,,,,193.430,,18,4.438352778,-75.769561111,3967,SK,SKAR,20,CO
IAY,ATYRAU DME-ILS,DME-ILS,TERMINAL,108300,20X,1044000,981000,0,,,,25,47.112166667,51.826666667,-100,UA,UATG,,KZ
IAY,GS 32,GS,TERMINAL,108300,,,,,,329.979,3.00,18,47.112194444,51.826666667,-72,UA,UATG,32,KZ
IAY,ILS 32,ILS-I,TERMINAL,108300,,,,,,329.979,,18,47.138888889,51.805805556,-72,UA,UATG,32,KZ
IAYN,ILS 02,LOC,TERMINAL,108300,,,,,,32.206,,18,36.940425000,-121.786816667,0,K2,KWVI,02,US
IAYS,GS 19,GS,TERMINAL,108300,,,,,,179.248,3.00,18,31.253088889,-82.397147222,138,K7,KAYS,19,US
IAYS,ILS 19,ILS-I,TERMINAL,108300,,,,,,179.248,,18,31.236186111,-82.398086111,138,K7,KAYS,19,US
IAYT,ANTALYA DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,36.888194444,30.789777778,223,LT,LTAI,,TR
IAYT,GS 36C,GS,TERMINAL,110300,,,,,,006.253,3.00,18,36.888194444,30.789777778,223,LT,LTAI,36C,TR
IAYT,ILS 36C,ILS-I,TERMINAL,110300,,,,,,6.253,,18,36.919083333,30.795250000,223,LT,LTAI,36C,TR
IAZ,GS 08,GS,TERMINAL,110300,,,,,,096.460,2.67,18,64.602500000,40.696388889,62,UL,ULAA,08,RU
